Zone Netherlands,Country,ZIP,Flow,LDM-0.4,LDM-0.5,LDM-0.6,LDM-0.7,LDM-0.8,LDM-0.9,LDM-1.0,LDM-1.1,LDM-1.2,LDM-1.3,LDM-1.4,LDM-1.5,LDM-1.6,LDM-1.7,LDM-1.8,LDM-1.9,LDM-2,LDM-2.1,LDM-2.2,LDM-2.3,LDM-2.4,LDM-2.5,LDM-2.6,LDM-2.7,LDM-2.8,LDM-2.9,LDM-3,LDM-3.1,LDM-3.2,LDM-3.3,LDM-3.4,LDM-3.5,LDM-3.6,LDM-3.7,LDM-3.8,LDM-3.9,LDM-4,LDM-4.1,LDM-4.2,LDM-4.3,LDM-4.4,LDM-4.5,LDM-4.6,LDM-4.7,LDM-4.8,LDM-4.9,LDM-5,LDM-5.1,LDM-5.2,LDM-5.3,LDM-5.4,LDM-5.5,LDM-5.6,LDM-5.7,LDM-5.8,LDM-5.9,LDM-6
NL,FI,1,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,2,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,3,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,4,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,5,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,6,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,7,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,8,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,9,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,10,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,11,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,12,Export,€245,€265,€295,€302,€315,€344,€367,€409,€476,€486,€496,€523,€539,€550,€561,€572,€591,€610,€632,€656,€674,€688,€701,€715,€724,€749,€786,€800,€828,€845,€861,€879,€885,€894,€903,€912,€929,€943,€984,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.35
NL,FI,13,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,14,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,15,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,16,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,17,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,18,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,19,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
NL,FI,20,Export,€265,€280,€315,€324,€335,€364,€385,€429,€500,€510,€520,€574,€582,€591,€600,€609,€620,€640,€663,€687,€707,€721,€736,€751,€760,€801,€825,€848,€869,€886,€904,€922,€929,€938,€947,€960,€975,€999,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1,€1.41
